rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000055095	Spink6	26895.0040450081	2.35983194140541	0.223113689699487	10.5768137516971	3.81719065771419e-26	8.08124710175812e-24	Spink6	346.67	463.69	766	2045.46	2058.37	310.94	452.45	367.02	1412.16	1582.92
ENSMUSG00000055193	Klk15	3423.80258989702	6.38507493738096	0.283796461741815	22.4987827480027	4.26609728567891e-112	5.64475772516748e-109	Klk15	5.95	13.16	8.04	184.59	369.33	2.17	1.09	1.54	92.33	109.66
ENSMUSG00000055228	Zfp935	10.629191782057	7.22290475121772	2.6837962570845	2.69130144739982	0.00711738508857989	0.0259673346591157	Zfp935	0	0	0	0	0	0	0	0	0	0.31
ENSMUSG00000055235	Wdr86	26.6103333692737	1.85310093530261	0.65143399850419	2.84464878952843	0.00444604155285346	0.017795373777718	Wdr86	0.02	0.02	0.02	0.05	0.12	0.03	0.06	0.03	0.12	0.14
ENSMUSG00000055373	Fut9	36.8985795655587	4.17030572014122	0.730127045038615	5.71175352081454	1.11817961642852e-08	3.08237082459238e-07	Fut9	0.02	0	0.03	0.05	0.02	0	0	0.01	0.05	0.14
ENSMUSG00000055415	Atp10b	3073.64324697194	-1.67715201605533	0.248206956442123	-6.75707095440096	1.4080924402738e-11	7.30643521786517e-10	Atp10b	6.29	7.52	7.81	1.77	2.02	7.68	4.95	4.86	1.13	1.85
ENSMUSG00000055480	Zfp458	351.014887535817	1.58751820690693	0.240105445238105	6.61175428709096	3.79792028692137e-11	1.80010084524589e-09	Zfp458	0.9	0.84	1.05	1.53	1.57	0.42	0.56	0.53	0.97	1.47
ENSMUSG00000055675	Kbtbd11	831.047018549757	1.59203255542714	0.204604433259033	7.78102668680493	7.19383166397982e-15	6.41705950340851e-13	Kbtbd11	0.53	0.41	1.74	1.24	3.01	0.97	0.52	0.69	1.23	2
ENSMUSG00000055980	Irs1	3662.07492494705	1.61494203760379	0.26475842302322	6.09968143473253	1.06280063318878e-09	3.7169930514915e-08	Irs1	3	4.42	5.32	5.06	8.42	1.69	2.29	2.02	3.25	6.89
ENSMUSG00000056043	Rgs9bp	312.623011458121	-1.82119258607505	0.409548556814888	-4.44682945592263	8.7146969834645e-06	0.000105869899543573	Rgs9bp	0.52	0.62	0.49	0.17	0.11	0.97	0.5	0.4	0.12	0.15
ENSMUSG00000056054	S100a8	1462.48529548549	-2.46359405070437	0.341236213423979	-7.21961489955759	5.2135002176026e-13	3.49282516688161e-11	S100a8	856.61	512.15	918.39	28.9	24.62	59.49	87.15	91.04	5.98	17.6
ENSMUSG00000056071	S100a9	2018.68443947102	-3.72417502304026	0.445785811074384	-8.35418025994292	6.58886638946198e-17	7.47271575227695e-15	S100a9	1169.48	609.74	1148.74	12.2	7.43	54.98	122.38	137.73	3.19	9.93
ENSMUSG00000056073	Grik2	30.8861249649724	1.92208080579939	0.589093063066465	3.26277956116847	0.00110325298871179	0.00578706671779514	Grik2	0.08	0.04	0.1	0.12	0.09	0.05	0.05	0.04	0.09	0.16
ENSMUSG00000056091	St3gal5	82.9312313448118	1.68467824921612	0.610186869697936	2.76092183047154	0.00576384702291497	0.0218734137260621	St3gal5	0.35	0.44	0.54	0.82	0.93	0.13	0.33	0.11	0.53	0.48
ENSMUSG00000056133	Gm9992	3869.95559417105	-1.96984405855592	0.355906264932644	-5.53472712521293	3.11713262722369e-08	7.67346230310972e-07	Gm9992	15.08	21.92	14.23	5.65	3.94	26.25	17.6	18.58	4.96	3.02
ENSMUSG00000056148	Rdh9	22.2422382538218	-2.00878681898532	0.741364382360527	-2.70958096555607	0.00673682602902158	0.0248334744252158	Rdh9	0.03	0.15	0.19	0.07	0.02	0.15	0.11	0.21	0.03	0.02
ENSMUSG00000056174	Col8a2	2872.98439658879	2.14434824191084	0.362880706840818	5.90923739258335	3.43695106162474e-09	1.07636901294828e-07	Col8a2	2.74	3.77	2.2	17.9	20.65	1.51	3.61	2.93	8.64	9.99
ENSMUSG00000056185	Snx32	31.6028936414507	1.65674935592649	0.571775877965127	2.89755028110425	0.00376089447293121	0.015594238962082	Snx32	0.13	0.29	0.15	0.18	0.22	0.06	0.08	0.07	0.22	0.27
ENSMUSG00000056222	Spock1	914.037944165254	1.77169592705604	0.271596593760041	6.52326269092075	6.87942204120482e-11	3.05115818911313e-09	Spock1	3	2.91	1.98	4.84	5.19	0.94	1.47	1.67	3.63	4.23
ENSMUSG00000056270	Prr9	13148.4859157061	3.44656775833292	0.355647177724541	9.69097457875058	3.29370548114885e-22	5.44765162809182e-20	Prr9	38.86	83.15	58.09	390.1	675.14	25.9	14.22	35.08	173.64	263.14
ENSMUSG00000056328	Myh1	31.5176208392179	-2.64097709304936	0.979271654546448	-2.69687893118129	0.00699927126059683	0.0256483796620717	Myh1	0.32	0.16	0.1	0.03	0.03	0.02	0.13	0.07	0.01	0.02
ENSMUSG00000056350	Krtap13-1	15001.5607578127	5.15729318591888	0.75006109507245	6.87583080871663	6.16296112810295e-12	3.40959919135953e-10	Krtap13-1	53.44	248.36	130.8	1086.67	2227.92	24.69	5.87	22.7	413.57	579.8
ENSMUSG00000056481	Cd248	1074.51046200779	1.68136981258078	0.393850737767659	4.26905335282793	1.96304314304417e-05	0.00020904895389172	Cd248	2.54	2.94	2.56	7.3	10	1.25	3.12	2.04	5.4	5.32
ENSMUSG00000056486	Chn1	156.423007892175	2.06917546817773	0.70970839159258	2.91552909996529	0.00355085991421966	0.0148839898938701	Chn1	0.74	0.46	0.97	1.61	1.52	0.14	0.8	0.18	1.72	1.07
ENSMUSG00000056492	Gpr116	1451.94325634047	1.78740057147516	0.311495396831096	5.73812836291879	9.57285516012386e-09	2.7142463255794e-07	Gpr116	1.76	3.37	3.92	6.08	6.83	1.18	2.55	1.91	5.31	6.19
ENSMUSG00000056553	Ptprn2	19.4683772646632	-2.59059366202847	0.874763051804583	-2.96148043368342	0.00306163946010567	0.013216954659297	Ptprn2	0.04	0.32	0.09	0	0.03	0.14	0.11	0.05	0.01	0.01
ENSMUSG00000056671	Prelid2	118.726526871036	2.75868508512859	0.387927641242686	7.11133931135051	1.14922210970112e-12	7.32825247302584e-11	Prelid2	4.66	1.37	1.86	2.91	3.93	0.44	0.51	0.6	1.81	3.88
ENSMUSG00000056706	Krtap7-1	46148.4621922376	4.29022986202006	0.43359395349439	9.89457954255252	4.39453128197725e-23	7.84004131407132e-21	Krtap7-1	293.61	930.95	624.98	3939.12	8495.94	191.56	56.67	139.87	1763.21	2119.29
ENSMUSG00000056758	Hmga2	88.3769851351413	1.86917496575212	0.416840222884245	4.48415211185409	7.32044298408308e-06	9.08078075791181e-05	Hmga2	0.27	0.4	0.81	0.4	0.5	0.12	0.14	0.07	0.28	0.38
ENSMUSG00000056856	Jakmip3	40.671431249758	1.91279051956781	0.634742622279159	3.01348996022922	0.00258261586263666	0.0115090582842955	Jakmip3	0.04	0.07	0.06	0.29	0.21	0.02	0.07	0.07	0.13	0.15
ENSMUSG00000056900	Usp13	89.3163378790651	1.92429810812368	0.460632707418886	4.17751079576245	2.94716679823755e-05	0.000296546986200354	Usp13	0.2	0.29	0.3	0.2	0.23	0.1	0.22	0.13	0.28	0.28
ENSMUSG00000057098	Ebf1	566.576693223313	1.50300697419967	0.419760050525877	3.58063367944782	0.000342761924088843	0.00224242844280291	Ebf1	0.93	0.91	1.13	1.52	1.99	0.33	0.98	0.55	1.55	1.93
ENSMUSG00000057123	Gja5	31.01154795152	3.18200786314789	0.989532898501966	3.215666571536	0.00130141943231665	0.00665076850541481	Gja5	0.04	0.09	0.2	0.17	0.31	0	0.05	0.02	0.29	0.27
ENSMUSG00000057174	Krtap19-9b	4530.20387374649	14.1234595060652	1.08142865576834	13.0600011667258	5.5726932044856e-39	1.96629383779605e-36	Krtap19-9b	0	0.11	0.26	486.29	775.7	0	0.07	0	371.96	283.9
ENSMUSG00000057378	Ryr3	42.8045804192372	1.51109890019881	0.594110450447663	2.54346460167498	0.0109759177661987	0.0364831468100377	Ryr3	0.01	0.02	0.09	0.04	0.07	0.01	0.02	0.02	0.03	0.09
ENSMUSG00000057604	Lmcd1	296.292751231787	2.01304783053919	0.447924871935224	4.49416399192565	6.98437899578113e-06	8.75279950236881e-05	Lmcd1	1.36	0.99	1.02	2.75	3.75	0.41	1.15	0.83	1.86	3.4
ENSMUSG00000057650	Krtap19-2	118.232842483638	10.6931338261994	1.31882969300165	8.10804752345379	5.14396196950649e-16	5.3036252046639e-14	Krtap19-2	0	0	0	3.08	5.91	0	0	0	6.2	3.24
ENSMUSG00000057674	Gm11938	15160.0489742375	9.29431524741937	0.722262283035725	12.8683380895298	6.78462761611644e-38	2.34187646279776e-35	Gm11938	6.57	65.15	43.96	1557.55	2552.29	1.43	0.4	2.02	631.85	574.7
ENSMUSG00000057722	Lepr	681.665262484204	1.7969245773018	0.352557243946644	5.09683067971154	3.45386988065182e-07	6.51312897446432e-06	Lepr	0.5	0.55	0.94	1.62	1.86	0.35	0.73	0.64	1.51	2.02
ENSMUSG00000057723	Krt33b	110635.508130525	8.30300429448834	0.445352515621274	18.643667663818	1.42151854379094e-77	1.12854357191563e-74	Krt33b	33.39	78.18	22.52	2322.05	4796.67	2.68	5.3	9.25	1238.34	1666.39
ENSMUSG00000057777	Mab21l2	5.40288695131792	4.43048744281999	1.82333866628191	2.42987631686355	0.0151039761046946	0.0468034606928846	Mab21l2	0	0.01	0	0	0.04	0	0.01	0	0.03	0.05
ENSMUSG00000057855	Krtap6-3	17369.1783948204	10.3014445451848	0.290829299463948	35.4209309865695	8.13222748091995e-275	4.30411693140156e-271	Krtap6-3	10.36	53.26	24.09	1994.1	3122.76	0.78	1.09	1.45	1016.32	1071.57
ENSMUSG00000057880	Abat	376.651350738582	1.58368453906285	0.485282592683272	3.2634274604951	0.00110073358593767	0.00578149119335703	Abat	0.64	0.82	0.67	1.74	2.27	0.24	0.75	0.34	0.92	1.31
ENSMUSG00000057967	Fgf18	82.7390391556934	3.73251966943146	0.496931390604636	7.51113682894928	5.86160859454008e-14	4.58475966818263e-12	Fgf18	0.25	0.15	0.5	1.98	4.5	0.18	0.2	0.08	1.35	1.8
ENSMUSG00000057969	Sema3b	312.199984199871	1.56799533505896	0.60455739760371	2.59362525588808	0.00949699386565127	0.032660443707778	Sema3b	0.96	1.11	0.96	1.97	2.11	0.37	1.91	0.83	2.17	1.48
ENSMUSG00000058070	Eml1	926.42153796488	1.73281738562049	0.333458923511592	5.19649427093605	2.03081856848623e-07	4.07138096343742e-06	Eml1	2.19	2.41	5.02	4.01	6.65	0.89	1.7	1.79	3.37	4.07
ENSMUSG00000058152	Chsy3	340.839692457436	1.73947697613069	0.260577889028485	6.67545885269081	2.46459809515651e-11	1.21920740886053e-09	Chsy3	0.7	0.55	1.07	1.53	2.31	0.37	0.54	0.45	1.11	1.32
ENSMUSG00000058172	Krtap6-1	24014.5350218372	4.95060595513268	0.474327941441732	10.4370953566117	1.6786865426085e-25	3.41720319532535e-23	Krtap6-1	79.09	308.54	227.45	1935.27	3799.87	68.57	18.07	54.46	1075.06	1124.63
ENSMUSG00000058260	Serpina9	8264.89596693389	-1.7546161945892	0.164402129061042	-10.6727096821095	1.36584161920157e-26	3.01206017078924e-24	Serpina9	36.28	54.15	27.49	31.73	48.35	60.85	51.22	60.25	12.9	13.59
ENSMUSG00000058368	Krtap21-1	31031.5523569651	6.23400411627698	0.7099891031453	8.78042224684847	1.62862070566117e-18	2.13712723673454e-16	Krtap21-1	48.3	189.11	122.15	2323.15	4303.62	29.45	6.68	30.07	1345.16	1134.44
ENSMUSG00000058420	Syt17	17.6473144241121	2.76215158240386	0.876616081505546	3.15092506363789	0.00162754241754703	0.00793433174879081	Syt17	0.05	0.03	0.03	0.21	0.3	0.03	0.01	0.02	0.13	0.16
ENSMUSG00000058427	Cxcl2	310.407647037714	-5.59507284111612	0.4646136225115	-12.0424209924616	2.12622679184729e-33	6.13822345471842e-31	Cxcl2	3.7	5.94	31.59	0.17	0.06	6.88	4.54	8.69	0.11	0.13
ENSMUSG00000058488	Kl	15.4317799257357	3.43129221096594	1.22406020957815	2.80320541760643	0.00505974313262274	0.0196811860509025	Kl	0	0.03	0.01	0.1	0.16	0.01	0	0.01	0.03	0.07
ENSMUSG00000058626	Capn11	49.3338564101052	-3.4915709295008	1.24576452660279	-2.80275353402648	0.0050668373948118	0.0196943070146442	Capn11	0	0.95	0.03	0.44	0.06	0.57	0.01	0.31	0.02	0.02
ENSMUSG00000058725	Gm11937	3729.67715298243	9.54506089595368	1.36137170787153	7.01135541510343	2.360203178569e-12	1.39833231601935e-10	Gm11937	8.86	39.19	0	1036.6	1619.75	0.09	0.28	1.68	399.4	345.64
ENSMUSG00000058755	Osm	32.0462338982615	-3.11329713761018	0.663306920812472	-4.6935996594107	2.68439122839807e-06	3.8712773773392e-05	Osm	0.15	0.26	0.95	0.01	0.01	0.23	0.22	0.21	0.03	0.02
ENSMUSG00000058806	Col13a1	309.449977086316	2.16506412170633	0.710456041938836	3.04742868509904	0.00230808286366505	0.0105400459330669	Col13a1	0.64	0.63	1.08	1.79	2.11	0.12	0.83	0.26	1.58	1.3
ENSMUSG00000058897	Col25a1	245.299322982948	1.74882979015491	0.393533067677296	4.44392081325419	8.83341277268589e-06	0.000107148149736216	Col25a1	0.1	0.29	0.11	0.67	0.77	0.24	0.24	0.19	0.69	0.45
ENSMUSG00000058900	Rsl1	64.4883905872322	1.72874204889868	0.430233686375156	4.01814665760796	5.86576864241804e-05	0.000530693302018881	Rsl1	0.56	0.46	0.39	0.2	0.18	0.11	0.15	0.12	0.24	0.44
ENSMUSG00000059022	Kcp	105.618690067676	2.57814341737919	0.384455706344242	6.70595695377901	2.00090705197959e-11	1.00222088868555e-09	Kcp	0.16	0.31	0.12	0.31	1.02	0.07	0.17	0.15	0.68	0.36
ENSMUSG00000059113	Gm10061	1982.77769141747	6.09566502203146	0.785451919479255	7.76071058056973	8.44548477008879e-15	7.49147526142289e-13	Gm10061	12.32	36.59	41.53	281.75	487.63	3.44	0.87	4.11	112.96	187
ENSMUSG00000059149	Mfsd4	298.689290321472	1.74129895983559	0.392813782437127	4.43288661877413	9.29797677360734e-06	0.000111928184390703	Mfsd4	1.15	1.43	1.99	1.63	3.75	0.69	0.71	0.73	0.94	2.4
ENSMUSG00000059169	Krt40	4.33500309571271	5.93097435926374	2.24605673373127	2.64061645024028	0.0082755347326747	0.0292127479958668	Krt40	0	0	0	0.03	0.18	0	0	0	0.03	0.12
ENSMUSG00000059173	Pde1a	95.4734280265354	2.04167420132382	0.410251414749707	4.97664146403843	6.46969980439534e-07	1.12885597246362e-05	Pde1a	0.26	0.41	0.43	0.58	0.4	0.23	0.4	0.38	0.85	0.62
ENSMUSG00000059256	Gzmd	8.23909554652301	6.84817579069495	1.81141525596533	3.78056647593235	0.000156471932277266	0.00117970623964788	Gzmd	0.12	0.03	0.8	0.46	0.2	0	0	0	0.22	0.16
ENSMUSG00000059430	Actg2	78.8476400714778	4.90922212779712	0.628690009524466	7.80865299817696	5.78023978344986e-15	5.21469586827368e-13	Actg2	0.42	0.08	0.19	1.31	1.63	0.09	0.08	0.09	1.33	0.98
ENSMUSG00000059606	Rnase2b	3361.64852658713	-1.9396583984326	0.322222068915942	-6.01963237638634	1.74813642057885e-09	5.79476202211919e-08	Rnase2b	116.17	163.48	59.18	22.92	17.29	103.25	55.53	89.06	17.1	15.4
ENSMUSG00000059632	Krtap8-1	31439.7008410319	5.81910259146759	0.365848681772837	15.9057634518984	5.77944451783643e-57	3.27735785907882e-54	Krtap8-1	158.53	600.69	272.8	3325.87	7516.96	34.79	21.14	53.2	1401.71	1763.99
ENSMUSG00000059657	Stfa2l1	26.2442932503186	-3.17433420492293	0.771810397473428	-4.11284198206493	3.90817906792178e-05	0.000379634592076595	Stfa2l1	0.68	1.33	18.12	0.16	0.23	2.66	1.89	1.49	0.11	0.24
ENSMUSG00000059668	Krt4	289.552172808881	-2.8215343799363	1.10610314689042	-2.55087817792442	0.010745187719678	0.0359334647457976	Krt4	4.14	0.86	0.28	0.05	2.68	4.07	0.34	1.91	0.19	0.29
ENSMUSG00000059845	Gm11567	3331.40010796036	11.3569101398215	1.43146140768253	7.93378716245508	2.12562257170413e-15	2.00896638056656e-13	Gm11567	0.26	4.18	0.32	105.9	197.37	0.02	0	0.08	74.08	67.45
ENSMUSG00000059857	Ntng1	38.7013894387953	1.86037822865904	0.758043838099452	2.45418290494035	0.0141205138838293	0.0444411336863115	Ntng1	0.05	0.04	0.03	0.08	0.11	0.03	0.06	0.03	0.13	0.09
ENSMUSG00000059921	Unc5c	156.525372150324	1.82778928418577	0.596029393112676	3.06660930703502	0.00216501633309441	0.0100192740707878	Unc5c	0.16	0.13	0.2	0.33	0.55	0.06	0.14	0.11	0.35	0.2
ENSMUSG00000060044	Tmem26	530.692934596041	1.57530931375139	0.311925281031623	5.05027777338665	4.41168074028867e-07	8.07012290256953e-06	Tmem26	0.76	1	1.28	1.64	2.41	0.52	0.8	0.73	1.33	1.41
ENSMUSG00000060201	Spink7	861.662744865936	1.89872915623634	0.39120334898075	4.85356058730921	1.21264270681892e-06	1.95475542120515e-05	Spink7	3.41	5.76	5.11	99.82	35	16.21	12.71	8.25	39.07	27.68
ENSMUSG00000060224	Pyroxd2	105.206323169286	1.89062743025522	0.545470028267693	3.46605190437224	0.000528161307586832	0.00320326403432533	Pyroxd2	0.29	0.23	0.42	0.46	0.39	0.2	0.3	0.11	0.62	0.42
ENSMUSG00000060459	Kng2	64.6777588019092	-2.05711005139906	0.708136311711489	-2.9049633769341	0.00367296074325958	0.015290841814755	Kng2	0.83	0.57	0.72	0.11	0.21	1.02	0.26	0.61	0.1	0.17
ENSMUSG00000060469	Krtap19-3	360.393822798139	7.75046585444789	1.86517372739085	4.15535868891411	3.24777625832893e-05	0.000323108968858062	Krtap19-3	0.64	1.57	1.61	15.91	35.25	0.36	0	0.03	23.26	17.66
ENSMUSG00000060512	0610040J01Rik	512.960885723135	4.34825936518808	0.313460009672053	13.8718153225903	9.38706368500255e-44	4.38375874089619e-41	0610040J01Rik	0.81	1.13	1.08	4.59	13.28	0.35	0.33	0.28	3.04	7.04
ENSMUSG00000060548	Tnfrsf19	4070.10019467796	2.24566601284588	0.365133733698549	6.15025620913974	7.73578804200116e-10	2.77266010227753e-08	Tnfrsf19	4.49	5.68	6.37	11.93	15.2	3.05	5.27	5.5	9.93	26.77
ENSMUSG00000060568	Fam78b	56.8335305855876	1.79932426762431	0.564495683110967	3.1874898630015	0.00143513488415719	0.0071792916479672	Fam78b	0.14	0.09	0.16	0.27	0.15	0.08	0.12	0.08	0.29	0.21
ENSMUSG00000060594	Layn	144.935946758035	1.62869375670742	0.453994672504751	3.58747327963496	0.000333897937468008	0.00220076025368079	Layn	0.69	0.86	1.59	1.92	2.1	0.26	0.67	0.48	1.08	1.3
ENSMUSG00000060691	Krtap19-1	7.23980858062414	6.66265909160637	1.85883312487893	3.58432341366863	0.000337953118189047	0.00221828012013464	Krtap19-1	0	0	0	0.08	0.5	0	0	0	0.49	0.46
ENSMUSG00000060735	Rxfp3	40.8197125655466	1.61524822605338	0.471553826896224	3.42537401654648	0.000613953596858139	0.00360382817409003	Rxfp3	0.08	0.11	0.05	0.29	0.2	0.05	0.05	0.05	0.11	0.13
ENSMUSG00000060756	Krtap2-4	12405.9114494706	9.721307230869	0.35189435381383	27.6256414048975	5.47625967957008e-168	1.24217215988877e-164	Krtap2-4	4.52	34.88	21.29	882.78	1576.01	0.75	0.31	0.63	374.31	341.5
ENSMUSG00000060780	Lrrtm1	130.117443591098	4.18149445467718	0.678165768337744	6.16588841534492	7.00884984387864e-10	2.52923904138875e-08	Lrrtm1	0.14	0.12	0.15	1.34	1.15	0.02	0.12	0.05	0.7	1.12
ENSMUSG00000060924	Csmd1	274.374258725536	1.73445904252491	0.478875153607916	3.62194411102191	0.000292397301663387	0.00198194022358101	Csmd1	0.19	0.24	0.32	0.32	0.42	0.14	0.38	0.23	0.43	0.89
ENSMUSG00000060969	Irx1	40.0609795084466	-4.10465506924723	0.789714405513542	-5.19764492149287	2.0182918101501e-07	4.05651105842573e-06	Irx1	1.04	1.26	0.47	0.02	0.06	0.63	0.28	0.33	0.04	0.01
ENSMUSG00000060988	Galnt13	7.92800587604494	5.8052290424564	1.67421233360701	3.46743894183917	0.000525443099017354	0.00318921465068714	Galnt13	0.01	0.02	0	0.12	0.16	0	0	0	0.08	0.07
ENSMUSG00000061062	Gm10093	174.441392287482	-1.82999763146599	0.602628835352062	-3.036691117505	0.00239190422967139	0.0108510443882064	Gm10093	0.81	0.96	5.75	2.97	1.88	0.61	2.24	2.53	0.38	0.42
ENSMUSG00000061086	Myl4	42.0907545677722	1.54511865061371	0.637554729001587	2.42350747367739	0.0153714369709473	0.0475080136001204	Myl4	0.69	0.53	1.46	1.03	0.94	0.22	0.64	0.25	0.46	1.14
ENSMUSG00000061099	Gapdhs	155.049458812829	-1.87449245996959	0.345092729639935	-5.43185149662645	5.57723282409702e-08	1.29656373032229e-06	Gapdhs	2.81	4.27	4.85	1.7	2.52	3.42	3.81	4.25	0.85	0.75
ENSMUSG00000061184	Tmprss11c	5124.91036148243	5.9034985107292	0.155574389863535	37.9464673839157	0	0	Tmprss11c	2.31	3.43	3.32	70.31	134.09	1.41	1.41	1.39	51.18	80.58
ENSMUSG00000061397	Krt79	66.924088331975	-2.47425974760592	0.715203742185523	-3.45951733983531	0.000541144433671736	0.00326454837303944	Krt79	1.12	1.69	0.39	0.08	0.16	0.78	0.24	0.56	0.09	0.04
ENSMUSG00000061411	Nol4l	214.285351518427	1.56181459833948	0.287112585173702	5.43972879974796	5.33617386804134e-08	1.24416694092159e-06	Nol4l	0.67	0.48	1.15	0.71	0.63	0.29	0.36	0.21	0.61	0.46
ENSMUSG00000061517	Sox21	2788.60314005291	-2.48764697097116	0.329723788439327	-7.54463905302638	4.53541878546931e-14	3.63703936745868e-12	Sox21	9.52	9.63	14.6	0.71	2.3	12.09	6.89	12.24	0.95	2.11
ENSMUSG00000061524	Zic2	164.22424966155	1.58828797516048	0.480666815503603	3.30434289185618	0.000951993172994752	0.0051311998798073	Zic2	0.47	0.43	0.22	1.33	1.51	0.25	0.58	0.27	0.94	0.85
ENSMUSG00000061540	Orm2	5.91507541560085	-5.69566065006158	2.00078973260011	-2.84670625666387	0.00441741025139486	0.0177120302958706	Orm2	0.04	0.07	0.2	0.02	0.04	0.27	0.17	0.07	0	0
ENSMUSG00000061802	Armc4	7.63553441586101	4.25073990279914	1.40623182204626	3.02278744952146	0.00250458090447488	0.0112457706453692	Armc4	0.01	0.01	0.01	0.15	0.36	0	0	0.02	0.07	0.08
ENSMUSG00000062038	Gm10108	18.3550319170152	-5.90797561702868	1.77016603521665	-3.33752625431297	0.000845277356939987	0.00467455554795802	Gm10108	0	0	2.01	0	0	5.59	2.4	0.58	0	0.09
ENSMUSG00000062128	Olfr20	5.46171189342028	6.25458124650175	2.06278707001732	3.03210221617748	0.00242856950735801	0.0109915576233179	Olfr20	0	0	0	0.01	0.02	0	0	0	0.07	0.05
ENSMUSG00000062198	2700097O09Rik	218.426530387001	1.91759259247761	0.296813806277517	6.46059095608473	1.04294882965712e-10	4.41598440461218e-09	2700097O09Rik	1.57	1.08	1.01	1.48	2.17	0.8	0.73	0.66	1.33	2.36
ENSMUSG00000062209	Erbb4	26.4320110319609	-1.95600100031806	0.717032161858122	-2.72791250430004	0.00637365113567313	0.0237698219076424	Erbb4	0.04	0.09	0.05	0.01	0.01	0.03	0.03	0.04	0.03	0
ENSMUSG00000062252	Lhfpl5	8.12857133093464	-4.63451800524048	1.71367521310188	-2.70443195408753	0.0068421281623265	0.0251654646656058	Lhfpl5	0.05	0.1	0.04	0.04	0	0.13	0.08	0.11	0.01	0
ENSMUSG00000062278	Gm11562	16431.3257346802	9.33802582964712	0.941259892814958	9.92077310520536	3.38126899549945e-23	6.10088512619776e-21	Gm11562	5.78	53.06	36.16	1246.34	2087.96	1.16	0.22	1.57	494.38	475.23
ENSMUSG00000062400	Krtap6-5	27121.7248845824	4.89617712158192	0.508343221670624	9.63163648664592	5.87856945723165e-22	9.62267276720867e-20	Krtap6-5	86.96	334.69	246.95	2262.02	4113.48	79.91	18.69	66.05	1237.07	1223.26
ENSMUSG00000062432	Cyp26c1	10.587739644943	4.11378398671978	1.62770570508162	2.52735121212438	0.0114926509203827	0.0378354367227527	Cyp26c1	0.01	0.01	0	0.01	0.01	0	0.02	0	0.04	0.21
ENSMUSG00000062433	Krtap6-2	41337.2149648144	6.25598934047085	0.700693291152145	8.92828491362343	4.32664141762802e-19	6.02617652886822e-17	Krtap6-2	36.6	162.67	101.07	2183.57	4320.37	30.08	6.16	29.12	1296.99	1232.11
ENSMUSG00000062515	Fabp4	217.979573429862	3.36003914599218	0.75948180300323	4.42412067373508	9.68358845401547e-06	0.000115722274554162	Fabp4	0.96	1.38	1.53	23.4	19.03	0.2	1.04	0.54	6.36	1.71
ENSMUSG00000062563	Cys1	120.272352555878	1.83372109129086	0.454339192439298	4.03601785143343	5.43660813304419e-05	0.000500130150269268	Cys1	0.47	0.65	0.59	0.9	0.47	0.25	0.5	0.46	1.22	0.92
ENSMUSG00000062694	Cav3	29.1745116609835	2.95226926559355	0.766102885112824	3.85361982439052	0.000116384264669992	0.000921211044082818	Cav3	0.05	0.16	0.09	0.48	0.31	0.03	0.13	0.06	0.46	0.46
ENSMUSG00000062960	Kdr	1343.26429857869	2.46766292926351	0.339315052874352	7.27248292806297	3.52939199747038e-13	2.43650809286238e-11	Kdr	1.07	1.09	2.04	4.44	5.34	0.47	0.99	0.8	3.05	3.65
ENSMUSG00000063063	Ctnna2	78.835729103165	3.25468334732609	0.412915845915746	7.88219531780866	3.21678669115467e-15	2.98690871825461e-13	Ctnna2	0.12	0.06	0.17	0.36	0.32	0.04	0.05	0.05	0.27	0.52
ENSMUSG00000063251	Krtap4-1	30653.8876064344	10.5627625392187	1.07913006485354	9.78822005172502	1.26503153656506e-22	2.18327942799782e-20	Krtap4-1	4.86	33.18	16.73	1347.39	2046.37	0.31	0.2	1.23	702.02	647.61
ENSMUSG00000063600	Egfem1	7.19981776518112	4.10160144000466	1.35622614215424	3.02427546005686	0.00249229400679854	0.0112008616586321	Egfem1	0	0.02	0	0.04	0.08	0	0	0.01	0.04	0.07
ENSMUSG00000063605	Ccdc102a	229.110853836655	1.88981496028346	0.415561230422316	4.54762095675511	5.4255738724392e-06	7.1078598965833e-05	Ccdc102a	0.69	1.03	0.78	1.93	2.21	0.27	0.76	0.55	1.22	1.63
ENSMUSG00000063698	Sfxn4	15.0500200606356	2.37933599670344	0.823590816581339	2.888978299418	0.00386495745449207	0.0159355477700403	Sfxn4	0.08	0.03	0.05	0.21	0.12	0.04	0.04	0.04	0.1	0.2
ENSMUSG00000063727	Tnfrsf11b	170.827456363428	2.69196345646227	0.592424515441219	4.54397714189356	5.52026466399094e-06	7.21405451315623e-05	Tnfrsf11b	0.25	0.41	0.87	1.21	0.78	0.08	0.34	0.13	0.74	1.2
ENSMUSG00000063767	S100a7a	675.054597070135	1.78223150671566	0.390949596067602	4.55872451242407	5.1465227567019e-06	6.77021444332335e-05	S100a7a	6.95	10.8	5.38	17.52	23.55	4.16	1.6	3.08	7.59	8.07
