rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000056706	Krtap7-1	113276.01593468	3.71161930232555	0.651052699274005	5.70095063957867	1.19141133999484e-08	2.88447522158043e-07	Krtap7-1	293.61	930.95	624.98	3939.12	8495.94	191.56	56.67	139.87	1763.21	2119.29
ENSMUSG00000056856	Jakmip3	41.2419256239863	2.09549374817541	0.529187642202032	3.9598312225428	7.50027521066351e-05	0.000761121775262361	Jakmip3	0.04	0.07	0.06	0.29	0.21	0.02	0.07	0.07	0.13	0.15
ENSMUSG00000056880	Gadl1	51.7938223606559	-2.74430542492452	0.944220529402185	-2.90642422979515	0.00365585427307518	0.0204707779735156	Gadl1	0.84	0.34	0.16	0.02	0.07	0.42	0.26	0.28	0.06	0.28
ENSMUSG00000057174	Krtap19-9b	6192.49007905029	12.8075650661898	0.60344196165761	21.2241870469338	5.71052452303795e-100	3.10804814707212e-96	Krtap19-9b	0	0.11	0.26	486.29	775.7	0	0.07	0	371.96	283.9
ENSMUSG00000057378	Ryr3	40.9756663237754	1.817046093969	0.527504614192574	3.44460701400739	0.000571890202703251	0.00436143074719229	Ryr3	0.01	0.02	0.09	0.04	0.07	0.01	0.02	0.02	0.03	0.09
ENSMUSG00000057457	Phex	149.93616880379	2.49114322999717	0.452192967816142	5.50902691394805	3.60822741340538e-08	7.84489177178204e-07	Phex	0.22	0.13	0.18	0.92	0.5	0.04	0.52	0.14	1.35	0.77
ENSMUSG00000057604	Lmcd1	292.129177591162	1.86896861899445	0.305566312693494	6.11640924197416	9.57073529955193e-10	2.82276329490552e-08	Lmcd1	1.36	0.99	1.02	2.75	3.75	0.41	1.15	0.83	1.86	3.4
ENSMUSG00000057606	Colq	25.5284797983209	2.53468292520053	0.794951186758431	3.18847618246373	0.00143024791922514	0.00942036628685283	Colq	0.06	0.05	0.01	0.16	0.2	0.04	0.1	0.04	0.06	0.09
ENSMUSG00000057650	Krtap19-2	77.7995814716467	10.1526808229582	1.28504899956269	7.9006176623718	2.77524719969747e-15	1.9039595074227e-13	Krtap19-2	0	0	0	3.08	5.91	0	0	0	6.2	3.24
ENSMUSG00000057674	Gm11938	38235.9410545721	6.14080596734298	0.865166997794839	7.09782733621929	1.2673337565166e-12	5.59270961524406e-11	Gm11938	6.57	65.15	43.96	1557.55	2552.29	1.43	0.4	2.02	631.85	574.7
ENSMUSG00000057722	Lepr	460.49274341362	1.65002245119716	0.278367240796815	5.92750226813341	3.07577102929824e-09	8.26006404052331e-08	Lepr	0.5	0.55	0.94	1.62	1.86	0.35	0.73	0.64	1.51	2.02
ENSMUSG00000057723	Krt33b	205310.345921015	6.64293339021831	0.779032853711395	8.52715435372291	1.49991673700138e-17	1.32381840441938e-15	Krt33b	33.39	78.18	22.52	2322.05	4796.67	2.68	5.3	9.25	1238.34	1666.39
ENSMUSG00000057855	Krtap6-3	31659.316945341	6.83878400486221	0.845145619732412	8.0918410332973	5.87695795509262e-16	4.42207232676278e-14	Krtap6-3	10.36	53.26	24.09	1994.1	3122.76	0.78	1.09	1.45	1016.32	1071.57
ENSMUSG00000057880	Abat	493.325098296081	1.74814791229509	0.223235575301371	7.83095575127334	4.8417506980671e-15	3.18774618540482e-13	Abat	0.64	0.82	0.67	1.74	2.27	0.24	0.75	0.34	0.92	1.31
ENSMUSG00000057967	Fgf18	126.156424920036	3.77019331419748	0.554799898837241	6.79559120702637	1.07869247124212e-11	4.28537485898817e-10	Fgf18	0.25	0.15	0.5	1.98	4.5	0.18	0.2	0.08	1.35	1.8
ENSMUSG00000058017	Serpinb3d	2970.37124465279	-2.41154766441714	0.810607463944125	-2.97498823004097	0.00292999789593154	0.0170556169856578	Serpinb3d	77.22	56.65	22.09	4.74	11.28	47.13	13.66	80.78	4.63	12.65
ENSMUSG00000058057	Mettl7a3	939.627851045298	-2.26817534318935	0.420040452809413	-5.39989738611795	6.66790257555286e-08	1.35921989080683e-06	Mettl7a3	13.17	8.56	13.13	0.96	2.89	5.64	8.09	6.81	1.27	4.44
ENSMUSG00000058126	Tpm3-rs7	3297.56330428487	-4.72262608070093	0.325642106408527	-14.5025043990357	1.16809051541452e-47	8.66935542531289e-45	Tpm3-rs7	44.08	24.61	30.58	1.01	0.96	1.36	15.44	1.08	0.6	0.93
ENSMUSG00000058152	Chsy3	407.565645666492	1.67386652069148	0.308955674903176	5.41782092598251	6.03297952228195e-08	1.24376880858358e-06	Chsy3	0.7	0.55	1.07	1.53	2.31	0.37	0.54	0.45	1.11	1.32
ENSMUSG00000058172	Krtap6-1	47296.156577237	4.19674015618892	0.673421290409054	6.23196833239369	4.60610603274559e-10	1.42981937837776e-08	Krtap6-1	79.09	308.54	227.45	1935.27	3799.87	68.57	18.07	54.46	1075.06	1124.63
ENSMUSG00000058368	Krtap21-1	60958.5759694156	5.17345865752335	0.686878308627614	7.53184165599864	5.00296062127914e-14	2.87635003606499e-12	Krtap21-1	48.3	189.11	122.15	2323.15	4303.62	29.45	6.68	30.07	1345.16	1134.44
ENSMUSG00000058420	Syt17	27.701412276321	3.11372015603404	0.650746680977799	4.78484216216888	1.71121752518825e-06	2.59190721254859e-05	Syt17	0.05	0.03	0.03	0.21	0.3	0.03	0.01	0.02	0.13	0.16
ENSMUSG00000058427	Cxcl2	473.06726889103	-5.9978567786951	1.28673307061913	-4.6613061524945	3.14208922451341e-06	4.46899240922081e-05	Cxcl2	3.7	5.94	31.59	0.17	0.06	6.88	4.54	8.69	0.11	0.13
ENSMUSG00000058488	Kl	30.55216796121	3.73390081595584	0.916332299635005	4.07483269709376	4.60474392800299e-05	0.000499908636013516	Kl	0	0.03	0.01	0.1	0.16	0.01	0	0.01	0.03	0.07
ENSMUSG00000058656	Samd12	237.039083508577	-2.48970331933229	0.470104483553497	-5.29606376121482	1.18325536364943e-07	2.27607979846768e-06	Samd12	0.78	0.41	0.65	0.22	0.08	0.06	0.04	0.06	0.16	0.05
ENSMUSG00000058725	Gm11937	9654.40850075155	6.71387388558632	2.51358536082515	2.67103476580653	0.00756178144728901	0.0364214653307773	Gm11937	8.86	39.19	0	1036.6	1619.75	0.09	0.28	1.68	399.4	345.64
ENSMUSG00000058755	Osm	43.6605439174787	-5.42592219039762	1.18098095460546	-4.59441972306005	4.33955143369326e-06	5.99460201432686e-05	Osm	0.15	0.26	0.95	0.01	0.01	0.23	0.22	0.21	0.03	0.02
ENSMUSG00000058806	Col13a1	318.917342383639	1.6644931658774	0.233122118947365	7.14000530448688	9.33273175481567e-13	4.20952607990691e-11	Col13a1	0.64	0.63	1.08	1.79	2.11	0.12	0.83	0.26	1.58	1.3
ENSMUSG00000058897	Col25a1	189.543207433691	2.51730493583017	0.454466375266139	5.53903450911195	3.04143714625236e-08	6.71997100460196e-07	Col25a1	0.1	0.29	0.11	0.67	0.77	0.24	0.24	0.19	0.69	0.45
ENSMUSG00000059022	Kcp	94.2281475495182	2.27955718864426	0.411879350447832	5.53452652133621	3.12070210508051e-08	6.86722695037123e-07	Kcp	0.16	0.31	0.12	0.31	1.02	0.07	0.17	0.15	0.68	0.36
ENSMUSG00000059113	Gm10061	4151.38872299308	4.09237838984706	0.426079307193192	9.60473395623389	7.63548586851712e-22	1.15437234501063e-19	Gm10061	12.32	36.59	41.53	281.75	487.63	3.44	0.87	4.11	112.96	187
ENSMUSG00000059169	Krt40	4.69251154366246	6.10118217166759	2.30867387640275	2.64272153552242	0.0082242643383647	0.0389121379648852	Krt40	0	0	0	0.03	0.18	0	0	0	0.03	0.12
ENSMUSG00000059430	Actg2	80.2489827292122	3.23051354965791	0.614510406727659	5.25705262968739	1.46382431450049e-07	2.76956238785214e-06	Actg2	0.42	0.08	0.19	1.31	1.63	0.09	0.08	0.09	1.33	0.98
ENSMUSG00000059606	Rnase2b	3456.48414329634	-2.13028274613415	0.429060192915325	-4.96499740901053	6.87019871666946e-07	1.14817404959856e-05	Rnase2b	116.17	163.48	59.18	22.92	17.29	103.25	55.53	89.06	17.1	15.4
ENSMUSG00000059632	Krtap8-1	83641.5066741157	4.34552424575675	0.819166309230446	5.30481319457472	1.12788438361203e-07	2.18200192128166e-06	Krtap8-1	158.53	600.69	272.8	3325.87	7516.96	34.79	21.14	53.2	1401.71	1763.99
ENSMUSG00000059657	Stfa2l1	58.0544970411729	-4.59535916094774	1.27795523069837	-3.59586865843217	0.000323310902776565	0.00268789227114855	Stfa2l1	0.68	1.33	18.12	0.16	0.23	2.66	1.89	1.49	0.11	0.24
ENSMUSG00000059845	Gm11567	5253.76818515527	6.92673589035115	1.54511845940217	4.48298047842313	7.36076653976696e-06	9.63033622286177e-05	Gm11567	0.26	4.18	0.32	105.9	197.37	0.02	0	0.08	74.08	67.45
ENSMUSG00000059921	Unc5c	175.527268102373	1.7416190112011	0.316934577602767	5.4952003797578	3.90267021953313e-08	8.38292259728602e-07	Unc5c	0.16	0.13	0.2	0.33	0.55	0.06	0.14	0.11	0.35	0.2
ENSMUSG00000060201	Spink7	978.667294532951	4.25379361418542	0.452893660229135	9.3924777221065	5.86051046692212e-21	7.77970852877272e-19	Spink7	3.41	5.76	5.11	99.82	35	16.21	12.71	8.25	39.07	27.68
ENSMUSG00000060284	Sp7	980.653841109557	2.35694394829104	0.327684112377656	7.19273183917647	6.35076002875253e-13	2.97120944840892e-11	Sp7	1.3	1.2	2.54	7.07	5.84	0.13	2	0.51	4.08	2.68
ENSMUSG00000060371	Caln1	21.3506557538373	-4.3691475601208	1.2773216273093	-3.42055396754259	0.000624937349516094	0.00470880343465564	Caln1	0.11	0.21	0.02	0.05	0	0.01	0.02	0.06	0	0.4
ENSMUSG00000060459	Kng2	52.8837079051029	-1.94829423037809	0.589588681576743	-3.30449734070156	0.000951468785593032	0.0067108347002864	Kng2	0.83	0.57	0.72	0.11	0.21	1.02	0.26	0.61	0.1	0.17
ENSMUSG00000060469	Krtap19-3	334.657913832992	4.726544958665	0.448365214615103	10.5417298322808	5.54690905683658e-26	1.20759908106703e-23	Krtap19-3	0.64	1.57	1.61	15.91	35.25	0.36	0	0.03	23.26	17.66
ENSMUSG00000060512	0610040J01Rik	724.448285748188	3.47208831608483	0.39859276770711	8.7108663211776	3.01561126142207e-18	2.86272678351742e-16	0610040J01Rik	0.81	1.13	1.08	4.59	13.28	0.35	0.33	0.28	3.04	7.04
ENSMUSG00000060548	Tnfrsf19	2641.65489877543	1.68419841409058	0.144741971724153	11.6358675650785	2.70822366674509e-31	8.50382231357957e-29	Tnfrsf19	4.49	5.68	6.37	11.93	15.2	3.05	5.27	5.5	9.93	26.77
ENSMUSG00000060572	Mfap2	938.745618349203	2.08755484110679	0.279750021997436	7.46221510976655	8.50798326733903e-14	4.64609868859905e-12	Mfap2	5.17	7.53	5.08	15.6	23.44	3.39	9.72	5.65	10.29	12.77
ENSMUSG00000060716	Plekhh1	603.644112189481	1.54478153356509	0.182508763440101	8.46414990955811	2.58027760511386e-17	2.229141414619e-15	Plekhh1	0.59	0.7	0.71	1.32	1.74	0.48	0.43	0.45	0.71	1.26
ENSMUSG00000060735	Rxfp3	59.1923106760335	1.98906226563331	0.542149043320031	3.6688476907616	0.000243646172374291	0.0021060109595169	Rxfp3	0.08	0.11	0.05	0.29	0.2	0.05	0.05	0.05	0.11	0.13
ENSMUSG00000060756	Krtap2-4	31515.2900928775	6.31603485980542	0.856769959823616	7.37191446477151	1.68194925652581e-13	8.85898950340432e-12	Krtap2-4	4.52	34.88	21.29	882.78	1576.01	0.75	0.31	0.63	374.31	341.5
ENSMUSG00000060780	Lrrtm1	141.12960126916	3.51183930049213	0.355654191113416	9.87430877588682	5.38026125607179e-23	8.96417406011635e-21	Lrrtm1	0.14	0.12	0.15	1.34	1.15	0.02	0.12	0.05	0.7	1.12
ENSMUSG00000060969	Irx1	64.8571663246931	-3.71980432493644	0.714521746102822	-5.20600575871227	1.92948659911763e-07	3.56684302044376e-06	Irx1	1.04	1.26	0.47	0.02	0.06	0.63	0.28	0.33	0.04	0.01
ENSMUSG00000060988	Galnt13	17.6563166611453	3.66743331337055	1.11708393140836	3.28304186485507	0.00102693413653256	0.00715959888185465	Galnt13	0.01	0.02	0	0.12	0.16	0	0	0	0.08	0.07
ENSMUSG00000061184	Tmprss11c	6162.88149577469	5.4359857464816	0.274013478502074	19.8383881559332	1.38839112447205e-87	4.53393005607594e-84	Tmprss11c	2.31	3.43	3.32	70.31	134.09	1.41	1.41	1.39	51.18	80.58
ENSMUSG00000061397	Krt79	99.3575426245587	-2.92107952959375	0.736352617752841	-3.96695748635774	7.2795971459935e-05	0.00074149259014212	Krt79	1.12	1.69	0.39	0.08	0.16	0.78	0.24	0.56	0.09	0.04
ENSMUSG00000061517	Sox21	2207.93200504393	-2.56302759437927	0.407042849988955	-6.29670216403215	3.04044667319211e-10	9.81114886954167e-09	Sox21	9.52	9.63	14.6	0.71	2.3	12.09	6.89	12.24	0.95	2.11
ENSMUSG00000061524	Zic2	165.52145105669	2.34754930565175	0.394789514785668	5.94633144430455	2.74218624909674e-09	7.48586311133305e-08	Zic2	0.47	0.43	0.22	1.33	1.51	0.25	0.58	0.27	0.94	0.85
ENSMUSG00000061762	Tac1	38.2076180194989	1.69911205868157	0.659083456759036	2.57799227284016	0.00993762201739262	0.0452864896176351	Tac1	0.24	0.58	0.3	0.69	1.2	0.09	0.21	0.32	0.71	0.22
ENSMUSG00000061802	Armc4	12.6529023711431	3.71857189709001	0.969108166204261	3.83710717417093	0.000124492150113725	0.00117633554806534	Armc4	0.01	0.01	0.01	0.15	0.36	0	0	0.02	0.07	0.08
ENSMUSG00000062209	Erbb4	30.817610945635	-2.68197128183196	0.907072114608839	-2.95673435291142	0.00310915857744314	0.0179520383022135	Erbb4	0.04	0.09	0.05	0.01	0.01	0.03	0.03	0.04	0.03	0
ENSMUSG00000062278	Gm11562	42125.0790737742	6.1180462963651	0.851024493482336	7.18903667664189	6.52500462566363e-13	3.04400787222388e-11	Gm11562	5.78	53.06	36.16	1246.34	2087.96	1.16	0.22	1.57	494.38	475.23
ENSMUSG00000062400	Krtap6-5	52713.509558041	4.23118537850716	0.652907226571909	6.48053078034227	9.14005050139596e-11	3.15515316251148e-09	Krtap6-5	86.96	334.69	246.95	2262.02	4113.48	79.91	18.69	66.05	1237.07	1223.26
ENSMUSG00000062433	Krtap6-2	78555.1697082678	5.40088241365321	0.742383317793553	7.27505896779206	3.46269162493572e-13	1.72901617284252e-11	Krtap6-2	36.6	162.67	101.07	2183.57	4320.37	30.08	6.16	29.12	1296.99	1232.11
ENSMUSG00000062464	Cyp4f37	28.4718585750654	-3.75824788350328	1.15616088193449	-3.25062709024975	0.00115150788387995	0.0078767577410942	Cyp4f37	0.37	0.04	0.24	0	0.02	0.26	0.15	0.18	0.01	0.12
ENSMUSG00000062515	Fabp4	682.675482606632	4.37117557182893	0.258595708020799	16.9035116834861	4.23892573397481e-64	6.92131793843407e-61	Fabp4	0.96	1.38	1.53	23.4	19.03	0.2	1.04	0.54	6.36	1.71
ENSMUSG00000062694	Cav3	20.3731385638188	2.38061693164103	0.793915133625222	2.998578602187	0.00271242179845087	0.0160523461852504	Cav3	0.05	0.16	0.09	0.48	0.31	0.03	0.13	0.06	0.46	0.46
ENSMUSG00000062785	Kcnc3	570.644533569891	1.78689491672617	0.433719862514572	4.11992871704402	3.78989630804716e-05	0.000422398818551496	Kcnc3	0.72	1.66	0.79	1.52	4.37	0.96	0.46	0.54	0.77	1.52
ENSMUSG00000062960	Kdr	1562.54626124347	2.1982708014	0.27476868282636	8.00044160341663	1.23973778747239e-15	8.95683123621648e-14	Kdr	1.07	1.09	2.04	4.44	5.34	0.47	0.99	0.8	3.05	3.65
ENSMUSG00000063049	Ing2	1636.30700080981	1.57736642741832	0.246889125968542	6.3889667932127	1.67010317878377e-10	5.57657355893279e-09	Ing2	6.92	8.68	9.05	13.43	26.05	8.79	6.87	6.75	9.13	9.02
ENSMUSG00000063063	Ctnna2	71.7610905003952	2.00345150136998	0.52353197059089	3.82679877049106	0.000129820556346069	0.00121962603223165	Ctnna2	0.12	0.06	0.17	0.36	0.32	0.04	0.05	0.05	0.27	0.52
ENSMUSG00000063232	Serpina11	15.3528761673735	2.44615872602533	0.920717453097267	2.65679630357448	0.00788870924559951	0.0376078378283646	Serpina11	0.09	0.05	0.03	0.19	0.34	0.03	0.02	0.03	0.01	0.06
ENSMUSG00000063251	Krtap4-1	57055.5661351887	6.92332151180631	0.866354593877077	7.99132544657417	1.33495632039922e-15	9.60227612311829e-14	Krtap4-1	4.86	33.18	16.73	1347.39	2046.37	0.31	0.2	1.23	702.02	647.61
ENSMUSG00000063600	Egfem1	7.00595413909226	3.63758402376903	1.29101145545641	2.81762335136138	0.00483805269114092	0.0256396378906034	Egfem1	0	0.02	0	0.04	0.08	0	0	0.01	0.04	0.07
ENSMUSG00000063605	Ccdc102a	255.703478903423	1.70971482204761	0.270052419981201	6.33104795789879	2.43501638636537e-10	7.95178951131475e-09	Ccdc102a	0.69	1.03	0.78	1.93	2.21	0.27	0.76	0.55	1.22	1.63
ENSMUSG00000063767	S100a7a	1322.17901663753	1.76117521566521	0.336109116873581	5.23989123546337	1.60671266505796e-07	3.01198672733254e-06	S100a7a	6.95	10.8	5.38	17.52	23.55	4.16	1.6	3.08	7.59	8.07
ENSMUSG00000063851	Rnf183	21.1124058042892	3.01132024203775	0.71299629791348	4.22347247924024	2.40566758094158e-05	0.000282588059436073	Rnf183	0.07	0.11	0.06	0.3	0.4	0.02	0.01	0.02	0.11	0.16
ENSMUSG00000063881	Olfr376	8.26131540814362	6.91724421484868	1.88867579575568	3.6624836461575	0.000249781703436819	0.00215448264855593	Olfr376	0	0	0	0.03	0.11	0	0	0	0.01	0.04
ENSMUSG00000064147	Rab44	66.3606001368725	-1.75799428878686	0.550702738802423	-3.1922744611909	0.00141157134367563	0.00931990978549766	Rab44	0.36	0.27	1.27	0.04	0.17	0.61	0.22	0.33	0.1	0.24
ENSMUSG00000064165	Krt39	10961.6199841476	4.59505248157766	0.463234826754222	9.91948838081566	3.42507275813355e-23	6.01339655858114e-21	Krt39	3.46	13.17	11.61	121.14	227.76	1.92	0.34	1.48	59.63	56.88
ENSMUSG00000064201	Krt2	324298.214193898	-2.31001717124236	0.39156268593762	-5.89948239248305	3.64643684030801e-09	9.63414574895618e-08	Krt2	2255.2	1460.7	3597.61	233.7	534.22	3996.08	862.62	3433.54	181.87	621.76
ENSMUSG00000064246	Chil1	10025.1037094708	-5.76502416466477	1.25843131508707	-4.58111944255447	4.6249358836334e-06	6.36191685829538e-05	Chil1	203.61	177.06	58.2	0.31	5.31	37.34	64.45	120.22	0.31	3.27
ENSMUSG00000064354	mt-Co2	712.137810608684	2.38814919216208	0.557214492781599	4.28587056348895	1.82024952870676e-05	0.000219667659310598	mt-Co2	12.53	4.11	3.8	31.72	25.21	12.79	15.9	0	0	20.38
ENSMUSG00000066392	Nrxn3	16.699544468331	-3.55995790795962	1.1310992825136	-3.14734344101825	0.00164761312409442	0.0106123183787825	Nrxn3	0.06	0.16	0.1	0.02	0.08	0.23	0.11	0.07	0.02	0.01
ENSMUSG00000066687	Zbtb16	3586.63346520651	-4.45442573360474	0.318759803970091	-13.9742391547671	2.23893493792634e-44	1.3539751728319e-41	Zbtb16	10.99	21.96	17.82	0.67	0.69	17.77	10.64	5.98	2.65	2.99
ENSMUSG00000066975	Cryba4	149.583160834608	3.25631900835282	0.374024958814136	8.70615431300931	3.14358790347664e-18	2.96696550797495e-16	Cryba4	0.78	0.86	0.67	4.3	7.33	0.24	0.53	0.51	3.75	9.58
ENSMUSG00000067049	Unc93a	399.09082477283	-2.24035680427387	0.632550062189445	-3.54178576240958	0.000397428117378489	0.00319822883221092	Unc93a	3.22	4.32	0.85	0.59	0.34	1.8	1.99	1.53	0.35	0.22
ENSMUSG00000067206	Lrrc66	246.49229157222	1.83465519390676	0.411687013978101	4.45643202630712	8.33350079102584e-06	0.000108077363713956	Lrrc66	0.59	1.23	0.64	2.02	1.14	0.51	0.38	0.19	1.19	0.84
ENSMUSG00000067356	B430203G13Rik	22.5295076738354	2.33399720585382	0.66981746376079	3.48452725127416	0.00049300725561585	0.00383690298841544	B430203G13Rik	0.11	0.08	0.08	0.3	0.42	0.02	0.09	0.1	0.22	0.28
ENSMUSG00000067438	Hmx1	5.47204875745749	-5.47923814366629	1.99472295846783	-2.74686673675976	0.00601675763823279	0.0305572686522753	Hmx1	0.05	0.07	0.15	0	0	0	0	0.01	0	0.02
ENSMUSG00000067578	Cbln4	10.9417898513867	-3.97544214142498	1.33650552225545	-2.97450483759778	0.00293461828580201	0.0170703410653991	Cbln4	0.1	0.07	0.06	0	0	0.03	0.03	0	0	0
ENSMUSG00000067613	5430421N21Rik	106344.504728336	6.19920194936623	0.452449269672863	13.701429894778	9.95444499801884e-43	5.41787259758838e-40	5430421N21Rik	12.5	40.82	32.62	973.52	2302.79	3.58	0.99	2.94	474.39	587.93
ENSMUSG00000067614	Krt86	193268.479864248	7.38887662285714	0.694190223297357	10.6438788315982	1.8621241663218e-26	4.22288380384755e-24	Krt86	7.42	32.46	20.83	1946.08	3278.36	1.12	0.37	1.57	963.76	862.2
ENSMUSG00000067615	Krt81	263750.68543199	5.99502808022117	0.673431815896676	8.90220500235615	5.47480324096377e-19	5.62217530304757e-17	Krt81	31.63	118.63	81.06	2528.62	5118.78	8.08	2.6	6.74	1159.69	1427.28
ENSMUSG00000067872	Ccdc87	36.272629047044	2.80234387081312	0.656209252491308	4.27050344105022	1.95032211672567e-05	0.000233466712037367	Ccdc87	0.06	0.03	0.04	0.16	0.33	0.02	0.01	0	0.04	0.16
ENSMUSG00000068067	1110057P08Rik	121.896454680541	5.39489476058653	0.500634366988442	10.7761174947685	4.46329025504809e-27	1.08771049678247e-24	1110057P08Rik	0.38	0.11	0.61	10.61	12.98	0	0.23	0	2.66	8.21
ENSMUSG00000068071	Gm6358	2536.45261210873	4.34451675697174	0.473491640309692	9.17548777446242	4.49534617721798e-20	5.06206981942173e-18	Gm6358	5.09	20.03	17.38	155.3	278.19	0.72	0.52	1.36	53.83	115.58
ENSMUSG00000068073	1110025L11Rik	66031.5861237591	3.72670238701706	0.757261385271967	4.92128934539378	8.59759099875729e-07	1.40181361540667e-05	1110025L11Rik	164.51	650.14	339.61	2670.4	5172.47	95.26	28.44	85.33	1120.01	1248.02
ENSMUSG00000068074	Gm10228	68939.4483695415	3.61959067146137	0.71022634901694	5.09639029370204	3.46191030314882e-07	6.14413819889281e-06	Gm10228	182.08	746.34	541.2	2935.97	6244.79	150.39	34.79	113.43	1406.98	1562.68
ENSMUSG00000068075	Gm10229	57265.4924404325	4.6957743759871	0.704996479298028	6.6607061366643	2.72515047230017e-11	1.00443017859407e-09	Gm10229	74.08	303.67	211.39	2574.62	5191.14	39.13	10.44	38.9	1245.35	1374.58
ENSMUSG00000068078	2310034C09Rik	81252.7392001369	2.5041928742985	0.815084880013807	3.0723093210318	0.00212409491003005	0.0131076414950179	2310034C09Rik	203.17	831.67	421.8	1255.83	3036.63	216.31	86.16	179.74	542.96	539.44
ENSMUSG00000068154	Insm1	22.393464543247	-5.03338174906868	1.28992770495168	-3.90206499926074	9.53755366935948e-05	0.000934188220235762	Insm1	0.13	0.23	0.09	0	0.01	0.09	0.08	0.09	0.02	0
ENSMUSG00000068196	Col8a1	7274.14769099359	2.01694410074543	0.293600763750451	6.86968274530701	6.43448413095524e-12	2.63313927043201e-10	Col8a1	10	7.85	6.21	21.79	30.06	3.71	10.61	7.17	18.18	19.45
ENSMUSG00000068220	Lgals1	2700.05869792792	1.66070703712541	0.232199323589193	7.1520752578226	8.54756818722988e-13	3.89845512181814e-11	Lgals1	30.97	25.92	39.83	85.2	68.81	6.9	36.32	19.01	67.99	47.2
ENSMUSG00000068335	Dok1	304.880931685248	1.53107897278389	0.245148076999596	6.24552715861776	4.22373132279672e-10	1.32880703349951e-08	Dok1	1.8	1.12	1.3	2.81	3.64	0.52	1.08	0.87	1.71	2.39
ENSMUSG00000068874	Selenbp1	3812.2317596004	1.50204270971166	0.425044324387611	3.53384958586556	0.000409554079886034	0.00328125565082393	Selenbp1	14.8	20.45	18.99	17.79	63.95	9.41	5.72	5.75	12.75	125.33
ENSMUSG00000068893	Sprr2a2	5023.8110726351	-2.13651108261279	0.713092825878547	-2.99611916580503	0.0027343955357929	0.0161495014574386	Sprr2a2	261.89	122.37	129.72	40.74	21.13	105.93	122.87	192.44	14.1	55.22
ENSMUSG00000069072	Slc7a14	34.3663682454344	-3.43108764929028	0.791552511167051	-4.33463048993622	1.4600516091769e-05	0.000180603959656366	Slc7a14	0.07	0.09	0.07	0.01	0	0.05	0.05	0.07	0.01	0.01
ENSMUSG00000069085	Dytn	30.8137516027046	5.35783811588128	1.2910010155118	4.15014244877044	3.3226842625077e-05	0.000375049678814383	Dytn	0.03	0	0	0.33	0.1	0	0	0	0.16	0.12
ENSMUSG00000069171	Nr2f1	25.1101907158784	2.82668587369335	0.930208001175247	3.0387675338441	0.00237548079644437	0.0143868139630355	Nr2f1	0.05	0.16	0.02	0.16	0.17	0.03	0.05	0.02	0.1	0.09
ENSMUSG00000069717	Gm11568	9394.25155588637	8.41563249541903	1.32888179092333	6.33286764323237	2.40645990953907e-10	7.87428404868817e-09	Gm11568	0.15	2.16	0.42	172.01	313.07	0	0.01	0.03	119	115.25
ENSMUSG00000069718	Gm11563	15971.9431422813	7.66109668351654	1.07692199778531	7.11388262034912	1.12823115238092e-12	5.01955265833122e-11	Gm11563	0.67	6.38	2.19	352.71	608.8	0	0	0.07	218.74	173.1
ENSMUSG00000069721	Krtap3-2	38751.9100221418	4.49294928406381	0.676978554884098	6.63676751892537	3.20636747834852e-11	1.16600374580122e-09	Krtap3-2	16.61	86.66	86.09	853.04	1290.58	30.72	5.6	19.14	324.79	328.02
ENSMUSG00000069722	Krtap3-3	55643.6217827894	3.85005854132716	0.390876652146978	9.84980433131488	6.86775467610073e-23	1.12136698351373e-20	Krtap3-3	103.88	298.24	241.45	1710.8	3027.64	78.24	14.51	76.57	660.45	654.05
ENSMUSG00000069733	Ube2u	7.7686301520885	6.82889929022283	1.90300221621402	3.5884873028728	0.000332602188383257	0.00275490582910219	Ube2u	0	0	0	0.2	0.07	0.01	0	0	0.01	0.01
ENSMUSG00000070331	Qrich2	20.8370783066171	3.92292697397736	0.887282769230112	4.42128159141562	9.81172079679328e-06	0.000126047031605067	Qrich2	0.05	0.01	0	0.18	0.16	0	0	0.02	0.07	0.09
ENSMUSG00000070335	Krtap9-1	8021.96353600476	8.91068915990735	1.28754816773681	6.92066470458357	4.49529325946674e-12	1.85820628710311e-10	Krtap9-1	0.27	1.45	0.11	172.89	292.71	0	0.01	0	114.72	102.32
ENSMUSG00000070423	Olfr558	28.0917747027174	2.37580738179628	0.760080287330315	3.1257321382995	0.00177363023556814	0.0113036044052914	Olfr558	0.07	0.04	0.02	0.2	0.16	0.01	0.04	0.03	0.14	0.16
ENSMUSG00000070473	Cldn3	454.473492339112	1.99432421647831	0.201543750412449	9.8952421615507	4.36552588089902e-23	7.42503193576241e-21	Cldn3	1.92	2.56	2.9	7	8.03	1.93	1.83	2.69	4.33	5.79
ENSMUSG00000070526	Peg12	71.5661883306831	1.65803203588657	0.577794252967708	2.86958900572386	0.00411005639927015	0.0224971508170577	Peg12	0.2	0.08	0.3	0.37	0.58	0.1	0.16	0.1	0.29	0.27
